SPECIES,A0,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,SITE,ELV,ASPECT,DEPTH,SLOPE
NNGRS,0,0,1,0,1,2,1,1,1,1,1,0,199e,825,82,112,7
POAPRA,0,0,0,0,0,1,1,1,1,0,0,0,199e,825,82,112,7
POTGRA,0,0,2,0,0,0,0,0,0,0,0,0,199e,825,82,112,7
PRUVIR,0,0,0,0,0,0,0,0,5,3,5,5,199e,825,82,112,7
PSESPI,1,0,0,0,1,0,0,0,0,0,0,0,199e,825,82,112,7
ROSWOO,1,2,0,4,0,0,1,0,0,3,0,2,199e,825,82,112,7
SENECIO,0,0,1,0,0,0,0,0,0,0,0,0,199e,825,82,112,7
SHRB,1,2,0,4,0,0,3,0,6,4,5,5,199e,825,82,112,7
SIDORE,0,1,0,0,1,0,0,0,0,0,0,0,199e,825,82,112,7
SYMALB,0,0,0,0,0,0,3,0,2,0,0,0,199e,825,82,112,7
VALLOC,2,1,1,1,1,1,2,3,4,1,0,0,199e,825,82,112,7
VENDUB,0,0,0,0,1,0,0,0,0,0,0,0,199e,825,82,112,7
VIOLA,0,2,0,0,1,0,0,0,0,0,0,0,199e,825,82,112,7
ACHMIL,0,0,1,0,1,0,0,0,0,0,0,1,199f,838,10,91.5,10
BG,1,3,2,0,1,3,1,1,1,1,2,0,199f,838,10,91.5,10
BRAALB,0,0,0,0,0,0,0,0,2,0,1,1,199f,838,10,91.5,10
BROHOR,1,1,1,1,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
BSC,2,0,2,3,2,3,3,5,3,4,3,2,199f,838,10,91.5,10
CASMIN,0,2,1,1,0,0,1,0,1,0,0,0,199f,838,10,91.5,10
CLAPOC,0,0,0,0,0,0,0,0,0,0,2,0,199f,838,10,91.5,10
DRAVER,0,0,1,0,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
EPIBRA,1,0,0,1,0,0,0,0,0,0,0,1,199f,838,10,91.5,10
FESIDA,4,0,2,3,2,1,4,3,3,2,4,3,199f,838,10,91.5,10
FRAALB,0,1,0,0,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
GAIARI,0,1,0,0,0,0,0,0,0,0,1,0,199f,838,10,91.5,10
GALBOR,0,0,0,0,0,0,0,1,1,0,0,0,199f,838,10,91.5,10
GEUTRI,1,2,1,1,2,2,2,2,3,3,3,3,199f,838,10,91.5,10
HIESCO,0,0,0,0,0,0,0,0,0,2,0,1,199f,838,10,91.5,10
LITRUD,0,0,0,0,0,0,0,0,0,1,0,0,199f,838,10,91.5,10
LOMDIS,1,0,0,2,2,3,3,2,1,0,1,2,199f,838,10,91.5,10
LT,3,3,3,4,5,2,3,2,2,2,3,5,199f,838,10,91.5,10
LUPSER,1,1,0,0,0,1,1,0,0,1,1,0,199f,838,10,91.5,10
MICGRA,1,0,0,0,0,0,0,1,0,1,0,0,199f,838,10,91.5,10
MYOARV,1,0,0,0,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
NF,4,4,4,4,4,4,4,3,4,4,4,4,199f,838,10,91.5,10
NGRS,4,1,2,3,3,2,4,3,3,2,4,3,199f,838,10,91.5,10
NNF,1,0,1,0,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
NNGRS,1,1,1,1,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
PELRUF,1,0,1,0,1,0,0,2,2,0,0,0,199f,838,10,91.5,10
POTGRA,2,1,1,3,0,1,1,0,0,0,0,3,199f,838,10,91.5,10
PRYLIA,0,0,1,0,3,1,0,0,0,0,0,0,199f,838,10,91.5,10
PSESPI,0,1,1,0,1,1,0,1,0,1,1,0,199f,838,10,91.5,10
SHRB,0,0,1,1,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
SILSPA,0,0,0,0,0,0,0,0,0,0,0,1,199f,838,10,91.5,10
SYMALB,0,0,1,1,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
SYNRUR,1,0,2,3,1,3,3,5,1,4,0,1,199f,838,10,91.5,10
UNK2,0,0,2,0,0,0,0,0,2,1,0,0,199f,838,10,91.5,10
VENDUB,1,1,0,0,0,0,0,0,0,0,0,0,199f,838,10,91.5,10
ZIGVEN,0,0,0,0,0,0,0,0,0,1,1,0,199f,838,10,91.5,10
ACHMIL,1,0,0,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
BG,2,3,4,4,6,5,3,3,3,2,3,2,199g,830,335,74,18
BROARV,0,0,0,1,1,0,1,1,1,1,1,1,199g,830,335,74,18
BSC,2,0,0,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
CARGEY,0,0,0,1,0,0,0,0,0,0,1,0,199g,830,335,74,18
CASMIN,1,0,0,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
CLAPOC,1,0,0,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
DRAVER,0,0,0,0,0,0,0,1,0,0,0,0,199g,830,335,74,18
EPIBRA,0,0,0,1,1,0,1,1,0,0,0,1,199g,830,335,74,18
FESIDA,4,3,3,1,2,2,1,3,3,3,1,2,199g,830,335,74,18
GALBOR,0,0,0,0,0,0,0,0,0,0,0,1,199g,830,335,74,18
GENAFF,0,0,0,0,0,0,0,0,0,0,0,1,199g,830,335,74,18
GEUTRI,2,0,1,3,1,1,0,2,0,2,3,3,199g,830,335,74,18
HIESCO,0,0,2,3,2,1,2,3,0,1,1,0,199g,830,335,74,18
KOEMAC,0,0,0,0,0,0,1,0,0,0,0,0,199g,830,335,74,18
LOMDIS,0,0,0,0,0,2,0,0,0,1,0,1,199g,830,335,74,18
LT,5,4,3,3,1,1,4,4,3,4,4,5,199g,830,335,74,18
LUPSER,0,0,1,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
MICGRA,0,0,0,0,0,0,0,0,1,0,0,0,199g,830,335,74,18
NF,3,3,4,5,3,3,4,4,3,4,5,5,199g,830,335,74,18
NGRS,4,3,3,1,2,2,1,3,3,3,3,4,199g,830,335,74,18
NNF,0,0,0,0,0,0,0,1,0,0,0,0,199g,830,335,74,18
NNGRS,0,0,0,1,1,0,1,1,1,1,2,1,199g,830,335,74,18
PAEBRO,0,0,0,0,0,0,0,0,0,0,1,0,199g,830,335,74,18
PELRUF,1,0,0,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
PERGAI,0,0,0,0,0,0,1,0,0,0,0,0,199g,830,335,74,18
POASEC,0,0,0,0,0,0,0,1,0,1,2,3,199g,830,335,74,18
POLDOU,0,0,0,0,0,0,1,0,0,0,0,0,199g,830,335,74,18
POTGRA,1,3,3,2,2,0,3,1,3,3,2,3,199g,830,335,74,18
PYRLIA,0,0,1,0,0,0,2,1,0,0,0,0,199g,830,335,74,18
SENSER,0,0,0,0,0,0,0,0,0,0,0,2,199g,830,335,74,18
SHRB,3,0,0,1,0,1,0,0,0,0,1,0,199g,830,335,74,18
SILSPA,0,1,0,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
SOLMIS,0,0,0,1,0,0,0,1,0,0,0,0,199g,830,335,74,18
SPIBET,0,0,0,1,0,1,0,0,0,0,1,0,199g,830,335,74,18
SYMALB,3,0,0,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
UNK4,0,0,0,0,0,0,0,0,1,0,0,0,199g,830,335,74,18
VENDUB,0,0,0,0,0,0,0,0,0,0,1,0,199g,830,335,74,18
VIOLA,0,0,0,0,0,0,1,0,1,1,1,0,199g,830,335,74,18
ZIGVEN,0,1,0,0,0,0,0,0,0,0,0,0,199g,830,335,74,18
ACHMIL,1,1,1,0,0,0,0,1,3,0,0,0,529a,725,238,93.25,13
APOAND,1,0,2,0,0,0,0,0,0,0,0,0,529a,725,238,93.25,13
ARNSOR,0,0,0,0,0,0,0,0,0,0,1,0,529a,725,238,93.25,13
BRAALB,0,0,0,0,0,0,0,1,0,1,0,0,529a,725,238,93.25,13
BRORAC,0,0,3,1,0,0,0,3,2,1,0,3,529a,725,238,93.25,13
BSC,0,0,0,0,0,0,0,1,0,1,0,0,529a,725,238,93.25,13
CALELG,0,0,0,0,0,0,0,0,0,1,0,0,529a,725,238,93.25,13
CARGEY,0,0,0,0,2,0,0,0,0,1,0,0,529a,725,238,93.25,13
CERGLO,0,0,0,0,0,0,0,0,0,1,0,0,529a,725,238,93.25,13
CLAPER,0,0,0,1,0,0,0,0,0,0,0,0,529a,725,238,93.25,13
DRAVER,0,0,0,0,0,0,0,0,0,2,0,0,529a,725,238,93.25,13
FESIDA,0,0,0,0,0,0,0,1,0,0,0,0,529a,725,238,93.25,13
FRAVIR,4,0,0,0,0,0,0,0,0,2,0,0,529a,725,238,93.25,13
GALAPA,1,0,4,0,0,0,0,3,1,3,2,4,529a,725,238,93.25,13
GALBOR,0,3,1,0,2,0,2,1,0,0,1,0,529a,725,238,93.25,13
GALTRI,0,0,0,1,0,3,0,0,0,0,0,0,529a,725,238,93.25,13
GERVIS,0,0,0,0,0,0,3,0,0,0,3,0,529a,725,238,93.25,13
LACSER,0,0,0,1,0,0,0,0,0,0,0,0,529a,725,238,93.25,13
LT,6,6,6,6,6,6,6,6,6,6,6,6,529a,725,238,93.25,13
LUPINUS,4,0,0,0,0,0,0,0,0,1,0,0,529a,725,238,93.25,13
MICGRA,1,0,1,1,1,0,0,0,1,1,0,1,529a,725,238,93.25,13
MYOARV,0,0,0,0,0,0,0,1,1,1,0,0,529a,725,238,93.25,13
NF,5,4,5,2,3,3,4,3,3,4,4,5,529a,725,238,93.25,13
NGRS,5,5,2,4,2,3,3,1,2,3,4,4,529a,725,238,93.25,13
NNF,1,2,2,4,2,0,0,2,2,3,0,2,529a,725,238,93.25,13
NNGRS,0,0,3,1,0,0,0,3,2,1,0,3,529a,725,238,93.25,13
PINPON,0,0,0,0,6,6,6,6,3,0,0,3,529a,725,238,93.25,13
POTARG,1,0,0,0,0,0,0,0,0,1,1,1,529a,725,238,93.25,13
POTGRA,0,0,0,0,1,0,3,0,0,1,0,2,529a,725,238,93.25,13
PSESPI,0,5,2,4,1,3,3,0,2,2,4,4,529a,725,238,93.25,13
ROSNUT,0,0,0,0,0,0,2,1,3,0,0,0,529a,725,238,93.25,13
SHRB,0,0,0,2,6,6,6,6,6,2,3,5,529a,725,238,93.25,13
SOLMIS,0,0,0,0,0,0,0,0,0,0,0,1,529a,725,238,93.25,13
SYMALB,0,0,0,2,4,6,3,4,5,2,3,3,529a,725,238,93.25,13
VALLOC,1,2,2,4,2,0,0,2,2,3,0,2,529a,725,238,93.25,13
VICAME,1,2,2,1,1,1,0,0,0,0,1,2,529a,725,238,93.25,13
ARRELA,0,0,0,0,0,0,0,0,0,0,3,0,529b,736,0,49.75,0
CONARV,0,0,0,0,0,0,0,0,3,0,4,0,529b,736,0,49.75,0
CRADOU,0,0,0,0,0,0,6,5,1,0,0,0,529b,736,0,49.75,0
LT,6,6,6,6,6,6,6,6,6,6,6,6,529b,736,0,49.75,0
MYOARV,0,0,0,0,0,0,0,0,1,0,0,0,529b,736,0,49.75,0
NNF,0,0,0,0,0,0,0,0,4,0,5,0,529b,736,0,49.75,0
NNGRS,6,6,6,6,6,6,6,6,6,4,5,6,529b,736,0,49.75,0
PHLPRA,6,6,6,4,4,4,3,4,4,3,1,4,529b,736,0,49.75,0
POABUL,0,0,0,0,0,0,0,0,0,2,2,0,529b,736,0,49.75,0
POAPRA,0,2,3,4,4,5,6,4,4,0,3,5,529b,736,0,49.75,0
SHRB,0,0,0,0,0,0,6,5,1,0,0,0,529b,736,0,49.75,0
TAROFF,0,0,0,0,0,0,0,0,1,0,0,0,529b,736,0,49.75,0
UNK2,0,0,0,0,0,0,0,0,0,0,2,0,529b,736,0,49.75,0
VALLOC,0,0,0,0,0,0,0,0,1,0,3,0,529b,736,0,49.75,0
APEINT,0,0,1,0,0,0,0,0,0,0,0,0,529c,739,78,24.75,23
ARNCOR,0,0,1,0,0,0,0,2,2,0,0,0,529c,739,78,24.75,23
BG,2,1,1,1,5,2,0,0,0,1,0,0,529c,739,78,24.75,23
BRAALB,2,4,1,2,0,1,4,1,0,2,0,3,529c,739,78,24.75,23
BROHOR,2,2,4,5,3,3,2,1,1,0,0,0,529c,739,78,24.75,23
BROSTE,0,0,0,0,0,0,0,0,1,0,0,0,529c,739,78,24.75,23
BROTEC,1,0,0,0,0,2,1,1,0,0,0,0,529c,739,78,24.75,23
BSC,2,1,1,2,1,1,4,1,0,2,0,3,529c,739,78,24.75,23
CALAMAGROSTIS,0,0,0,0,0,0,0,0,0,2,0,0,529c,739,78,24.75,23
CLAPER,0,0,0,0,0,0,0,0,1,0,4,1,529c,739,78,24.75,23
COLPAR,0,0,0,0,1,0,0,1,0,0,0,0,529c,739,78,24.75,23
CYSFRA,0,0,1,0,0,0,1,3,2,2,0,0,529c,739,78,24.75,23
DELNUT,0,1,0,1,0,0,0,0,0,0,0,0,529c,739,78,24.75,23
EPIBRA,0,0,0,0,0,0,0,1,1,0,0,0,529c,739,78,24.75,23
FUNHYG,0,0,0,0,1,0,0,0,0,0,0,0,529c,739,78,24.75,23
GALAPA,3,3,2,3,1,0,0,3,3,1,0,0,529c,739,78,24.75,23
GALBOR,1,1,0,0,0,0,0,0,0,0,0,0,529c,739,78,24.75,23
GALTRI,0,0,0,0,0,0,0,0,3,1,1,3,529c,739,78,24.75,23
HYPPER,0,0,1,1,0,1,0,0,0,0,0,0,529c,739,78,24.75,23
LACSER,0,0,0,0,0,0,1,0,0,0,0,0,529c,739,78,24.75,23
LEUVUL,1,1,1,2,2,1,1,0,0,0,0,0,529c,739,78,24.75,23
LT,4,4,4,3,2,3,4,5,5,6,5,5,529c,739,78,24.75,23
LUPARG,1,0,0,0,0,0,0,0,0,0,0,0,529c,739,78,24.75,23
MADGRA,0,0,0,1,0,0,0,0,0,0,0,0,529c,739,78,24.75,23
MICGRA,1,0,1,1,1,3,1,1,0,0,0,0,529c,739,78,24.75,23
MYOARV,0,0,0,0,0,1,0,0,0,0,0,0,529c,739,78,24.75,23
NF,4,3,3,4,3,3,0,5,5,3,4,3,529c,739,78,24.75,23
NGRS,0,0,0,0,0,0,0,0,0,0,0,0,529c,739,78,24.75,23
NNF,1,1,1,2,3,4,4,2,0,0,0,0,529c,739,78,24.75,23
NNGRS,5,3,4,5,3,4,3,1,1,0,0,0,529c,739,78,24.75,23
PHYMAL,0,0,0,0,0,0,0,0,4,6,0,4,529c,739,78,24.75,23
POA,0,0,0,0,0,0,0,3,0,0,0,0,529c,739,78,24.75,23
POABUL,4,2,0,4,0,0,1,0,0,0,0,0,529c,739,78,24.75,23
RK,0,0,0,0,0,0,0,1,0,0,0,0,529c,739,78,24.75,23
SHRB,0,0,1,0,0,0,0,0,5,6,4,4,529c,739,78,24.75,23
SYMALB,0,0,1,0,0,0,0,0,1,3,4,0,529c,739,78,24.75,23
TRIGRA,0,0,0,0,0,0,0,0,1,0,0,0,529c,739,78,24.75,23
UNK1,0,0,0,0,1,0,0,0,0,0,0,0,529c,739,78,24.75,23
VALLOC,0,0,0,1,2,4,3,2,0,0,0,0,529c,739,78,24.75,23
VENDUB,2,1,0,0,0,1,1,0,0,0,0,0,529c,739,78,24.75,23
VICAME,0,0,0,0,0,0,0,1,0,0,0,0,529c,739,78,24.75,23
ACEGLA,0,0,0,0,0,0,0,1,0,0,0,0,529d,740,138,18,21
BG,1,1,1,2,0,0,3,0,0,1,0,0,529d,740,138,18,21
BRAALB,0,0,0,0,0,0,0,2,3,0,1,2,529d,740,138,18,21
BROHOR,5,5,3,0,1,2,2,2,1,0,0,0,529d,740,138,18,21
BROTEC,0,0,0,0,0,0,1,0,1,3,0,0,529d,740,138,18,21
BRYARG,0,0,0,0,0,0,2,0,0,0,0,0,529d,740,138,18,21
BSC,0,0,1,4,5,4,4,3,3,0,1,2,529d,740,138,18,21
CENCYA,0,0,0,0,0,0,1,1,2,1,0,0,529d,740,138,18,21
CERPUR,0,0,0,3,4,3,0,1,0,0,0,0,529d,740,138,18,21
CLAPER,0,0,0,0,0,0,0,0,0,0,1,0,529d,740,138,18,21
CLAPOC,0,0,0,1,0,1,1,0,0,0,0,0,529d,740,138,18,21
CRUPED,0,1,2,0,0,0,0,0,0,0,0,0,529d,740,138,18,21
ELYGLA,0,0,0,0,0,0,0,0,1,0,0,0,529d,740,138,18,21
EPIBRA,0,0,0,0,0,0,1,1,0,0,0,0,529d,740,138,18,21
GALAPA,0,0,0,0,0,0,0,3,3,0,0,0,529d,740,138,18,21
GALTRI,0,0,0,0,0,0,0,0,0,0,2,2,529d,740,138,18,21
IDASCA,0,0,1,0,1,0,0,0,0,0,0,0,529d,740,138,18,21
LT,6,6,6,3,3,3,3,4,3,3,4,5,529d,740,138,18,21
MADGRA,1,0,1,0,0,0,0,0,0,0,0,0,529d,740,138,18,21
MAHREP,0,0,0,0,0,0,0,0,0,0,3,4,529d,740,138,18,21
MICGRA,1,0,1,0,0,0,0,0,0,0,0,0,529d,740,138,18,21
MYOARV,1,0,0,0,0,0,0,0,0,0,0,0,529d,740,138,18,21
NF,1,1,1,0,0,0,1,3,3,0,4,5,529d,740,138,18,21
NGRS,0,0,0,0,3,2,0,0,1,0,0,0,529d,740,138,18,21
NNF,1,0,1,0,1,0,1,1,2,3,0,0,529d,740,138,18,21
NNGRS,5,0,4,3,2,3,3,4,2,3,1,0,529d,740,138,18,21
PELRUF,0,0,0,0,0,0,1,0,0,0,0,0,529d,740,138,18,21
PHYMAL,0,0,0,0,0,0,0,0,4,3,5,6,529d,740,138,18,21
POABUL,0,0,0,1,4,0,1,1,0,0,0,0,529d,740,138,18,21
POAPRA,0,0,0,0,0,0,0,0,0,0,1,0,529d,740,138,18,21
POASEC,0,0,0,0,3,2,0,0,0,0,0,0,529d,740,138,18,21
RK,0,0,0,1,0,3,3,0,0,0,0,2,529d,740,138,18,21
SHRB,0,0,0,0,0,0,0,1,4,3,6,6,529d,740,138,18,21
SYMALB,0,0,0,0,0,0,0,0,0,0,2,0,529d,740,138,18,21
SYNRUR,0,0,1,3,2,2,3,0,0,0,0,0,529d,740,138,18,21
VALLOC,1,0,0,0,0,0,0,0,0,3,0,0,529d,740,138,18,21
VENDUB,3,2,3,2,1,2,1,4,0,0,0,0,529d,740,138,18,21
ACHMIL,0,0,0,1,1,0,0,0,1,0,0,0,566a,1089,224,55.25,10
BALSAG,0,0,0,0,0,0,3,0,0,0,0,0,566a,1089,224,55.25,10
BG,1,0,2,1,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
BROTEC,1,0,0,0,0,0,0,2,2,1,0,0,566a,1089,224,55.25,10
BSC,0,1,0,0,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
COLPAR,0,0,1,1,0,0,0,1,0,0,0,0,566a,1089,224,55.25,10
DRAVER,0,0,1,0,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
EPIBRA,1,0,0,0,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
ERIHER,0,0,0,0,0,0,1,2,3,0,2,4,566a,1089,224,55.25,10
FESIDA,0,0,1,0,1,0,1,0,0,0,0,1,566a,1089,224,55.25,10
FRIPUD,0,0,0,0,0,0,0,0,0,0,1,0,566a,1089,224,55.25,10
GEUTRI,0,0,0,4,3,5,2,1,0,0,0,0,566a,1089,224,55.25,10
LACSER,0,1,0,0,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
LITGLA,1,1,1,1,0,0,2,1,1,0,0,0,566a,1089,224,55.25,10
LOMTRI,1,1,0,0,1,0,0,0,0,1,0,0,566a,1089,224,55.25,10
LT,5,5,3,5,4,2,4,4,4,5,5,4,566a,1089,224,55.25,10
MADGRA,0,0,1,0,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
MICGRA,0,0,0,0,1,0,0,0,0,1,1,1,566a,1089,224,55.25,10
NF,2,1,1,4,4,5,5,3,3,1,4,4,566a,1089,224,55.25,10
NGRS,1,2,1,1,3,2,2,0,1,0,0,1,566a,1089,224,55.25,10
NNF,0,1,1,1,1,1,2,0,1,4,2,2,566a,1089,224,55.25,10
NNGRS,3,2,3,2,1,1,1,2,3,5,3,3,566a,1089,224,55.25,10
OLSDOU,0,0,0,0,0,0,0,0,0,0,0,1,566a,1089,224,55.25,10
POASEC,1,1,1,1,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
POTGRA,0,0,0,0,0,0,0,0,0,0,2,0,566a,1089,224,55.25,10
PRUVIR,0,0,0,0,0,0,0,3,2,0,0,1,566a,1089,224,55.25,10
PSESPI,0,1,0,0,2,2,2,0,1,0,0,0,566a,1089,224,55.25,10
RK,0,1,1,1,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
SHRB,0,0,0,0,0,0,0,3,2,0,0,0,566a,1089,224,55.25,10
SYNRUR,0,1,0,0,0,0,0,0,0,0,0,0,566a,1089,224,55.25,10
TRADUB,0,0,0,0,0,0,1,0,0,2,0,0,566a,1089,224,55.25,10
VALLOC,0,0,0,1,1,1,2,0,1,3,2,2,566a,1089,224,55.25,10
VENDUB,2,2,3,2,1,1,1,1,2,5,3,3,566a,1089,224,55.25,10
ACHMIL,1,2,1,1,2,1,1,0,1,0,0,0,566b,1082,240,9.5,11
AGORET,0,0,0,0,0,0,0,0,1,1,0,1,566b,1082,240,9.5,11
AMAALN,0,0,0,0,0,0,1,0,0,0,0,0,566b,1082,240,9.5,11
ARATHA,0,1,0,0,0,0,0,0,0,0,0,0,566b,1082,240,9.5,11
BALSAG,0,0,0,0,1,1,0,0,0,3,0,0,566b,1082,240,9.5,11
BG,1,1,2,1,0,1,0,0,0,0,1,0,566b,1082,240,9.5,11
BROTEC,0,0,0,0,0,0,0,0,1,0,0,0,566b,1082,240,9.5,11
BSC,1,1,0,2,5,5,4,4,5,2,6,1,566b,1082,240,9.5,11
CERPUR,0,1,0,1,1,1,0,0,4,0,3,0,566b,1082,240,9.5,11
CLAPER,0,0,1,0,0,0,0,0,0,1,0,0,566b,1082,240,9.5,11
CLAPOC,1,1,0,1,1,3,4,1,2,2,3,1,566b,1082,240,9.5,11
COLLEMA,0,0,0,0,0,0,0,1,3,1,2,0,566b,1082,240,9.5,11
DIPMUS,0,0,0,0,1,0,0,0,0,0,0,0,566b,1082,240,9.5,11
DODPUL,0,0,0,0,0,2,2,2,0,0,0,0,566b,1082,240,9.5,11
DRAVER,0,0,1,1,1,0,0,1,1,0,1,1,566b,1082,240,9.5,11
EPIBRA,0,0,1,0,0,1,0,1,1,0,0,0,566b,1082,240,9.5,11
ERIHER,0,0,0,0,0,1,0,0,0,0,0,0,566b,1082,240,9.5,11
ERYGRA,0,0,0,0,1,0,0,0,0,0,0,0,566b,1082,240,9.5,11
FESIDA,0,2,1,0,1,1,1,0,1,0,0,0,566b,1082,240,9.5,11
HOLUMB,0,0,0,0,0,1,0,0,1,2,3,0,566b,1082,240,9.5,11
LITGLA,1,1,0,0,1,0,0,1,0,1,0,0,566b,1082,240,9.5,11
LOMTRI,1,1,1,1,3,1,0,0,0,0,0,0,566b,1082,240,9.5,11
LT,5,6,5,5,6,4,6,5,2,5,4,6,566b,1082,240,9.5,11
MICGRA,0,1,1,1,0,0,1,0,0,1,1,0,566b,1082,240,9.5,11
MYOARV,1,1,0,0,0,0,0,0,0,0,0,0,566b,1082,240,9.5,11
NF,2,3,2,1,4,3,3,2,1,4,1,2,566b,1082,240,9.5,11
NGRS,4,4,2,1,1,2,2,1,1,1,2,1,566b,1082,240,9.5,11
NNF,0,1,1,1,1,1,0,1,1,2,3,1,566b,1082,240,9.5,11
NNGRS,5,3,5,5,5,5,5,4,3,3,4,5,566b,1082,240,9.5,11
OLSDOU,0,0,0,1,1,1,1,1,0,0,1,2,566b,1082,240,9.5,11
PELDID,0,0,0,0,0,0,0,1,1,0,0,0,566b,1082,240,9.5,11
PENVEN,0,0,0,0,0,2,0,0,0,0,0,0,566b,1082,240,9.5,11
POLPIL,1,0,0,1,4,0,0,2,0,0,1,0,566b,1082,240,9.5,11
PSESPI,4,2,1,1,1,2,1,1,0,1,2,1,566b,1082,240,9.5,11
RK,0,2,0,0,2,1,1,1,2,0,1,0,566b,1082,240,9.5,11
SHRB,0,0,0,0,0,0,1,0,0,0,0,0,566b,1082,240,9.5,11
VENDUB,5,3,5,5,5,5,5,4,3,3,4,5,566b,1082,240,9.5,11
ACHMIL,1,0,0,0,0,0,1,0,0,0,0,1,566c,1081,64,92.75,25
AMAALN,0,1,0,0,0,2,0,0,0,0,0,0,566c,1081,64,92.75,25
BALSAG,0,0,0,0,0,0,0,0,5,0,0,0,566c,1081,64,92.75,25
BESRUB,0,0,2,0,1,0,0,0,0,1,2,0,566c,1081,64,92.75,25
BG,0,0,0,4,3,1,0,0,0,3,0,0,566c,1081,64,92.75,25
CALELE,0,0,0,0,0,1,0,0,0,0,0,0,566c,1081,64,92.75,25
CARGEY,3,3,3,2,2,3,5,3,4,3,3,3,566c,1081,64,92.75,25
ERYGRA,1,0,0,0,0,0,0,0,0,0,0,1,566c,1081,64,92.75,25
FESIDA,0,0,1,0,0,0,0,0,0,1,0,0,566c,1081,64,92.75,25
FRAVIR,0,0,1,0,0,0,1,0,1,3,1,2,566c,1081,64,92.75,25
GALAPA,0,0,0,0,1,1,0,0,0,1,0,1,566c,1081,64,92.75,25
GERVIS,0,0,0,1,2,3,2,1,0,0,2,1,566c,1081,64,92.75,25
GEUMAC,0,3,0,0,0,0,0,0,0,0,0,0,566c,1081,64,92.75,25
HELUNI,0,1,0,0,2,1,3,4,2,3,4,0,566c,1081,64,92.75,25
HIESCO,1,1,0,1,1,0,0,1,0,0,0,2,566c,1081,64,92.75,25
LOMDIS,0,0,0,0,0,5,0,0,0,0,1,1,566c,1081,64,92.75,25
LT,5,4,4,3,3,5,5,5,5,2,5,5,566c,1081,64,92.75,25
MADGRA,0,0,0,0,1,0,0,0,0,1,0,0,566c,1081,64,92.75,25
MICGRA,0,0,0,0,1,1,0,0,0,0,0,0,566c,1081,64,92.75,25
NF,5,4,5,4,4,5,4,5,5,4,5,5,566c,1081,64,92.75,25
NGRS,3,3,2,3,3,3,5,3,4,3,3,4,566c,1081,64,92.75,25
NNF,0,0,1,0,0,0,0,0,0,0,0,0,566c,1081,64,92.75,25
PASSMI,0,1,1,2,2,0,0,0,0,1,1,2,566c,1081,64,92.75,25
NNGRS,0,0,0,0,0,0,0,0,0,0,0,2,566c,1081,64,92.75,25
POAPRA,0,0,0,0,0,0,0,0,0,0,0,2,566c,1081,64,92.75,25
POTGRA,3,0,0,0,0,0,0,0,0,0,0,0,566c,1081,64,92.75,25
PRUVIR,0,0,0,0,0,0,3,0,0,0,1,0,566c,1081,64,92.75,25
SENINT,0,0,0,1,0,0,0,0,0,0,0,0,566c,1081,64,92.75,25
SHRB,3,4,3,2,1,3,4,2,2,1,2,3,566c,1081,64,92.75,25
SYMALB,3,4,3,2,1,2,3,2,2,1,1,3,566c,1081,64,92.75,25
UNK,1,0,2,0,0,0,0,0,0,0,0,0,566c,1081,64,92.75,25
VALLOC,0,0,1,0,0,0,0,0,0,0,0,0,566c,1081,64,92.75,25
VIOLA,1,1,2,1,0,1,1,1,2,0,0,0,566c,1081,64,92.75,25
ACHMIL,0,2,0,0,0,0,0,1,0,0,3,0,566d,1108,140,36,23
ALYALY,0,0,1,0,0,0,0,1,0,1,0,1,566d,1108,140,36,23
ARENARIA,0,0,0,0,0,0,0,0,0,0,0,2,566d,1108,140,36,23
BG,2,0,1,0,0,3,0,0,1,0,0,0,566d,1108,140,36,23
BROTEC,0,0,0,4,5,4,2,1,2,1,0,0,566d,1108,140,36,23
BSC,1,0,0,0,0,0,0,0,0,0,0,0,566d,1108,140,36,23
CLAPOC,1,0,0,0,0,0,0,0,0,0,0,0,566d,1108,140,36,23
COLPAR,0,0,0,0,0,0,0,1,1,0,0,0,566d,1108,140,36,23
